Pathway	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	5.26876e-6	0	2.53252e-5	0	2.38796e-5	0	0	1.2138e-6	2.71156e-6	0	1.59948e-4	0	2.42113e-6	0	0	1.44036e-6	0	0	0	0	0	0	0	7.78541e-7	0	0	1.36033e-6	0	0	3.41749e-7	0	0	0	0	0	0	0	1.69008e-5	0	0	0	0	0	0	0	1.01089e-4	0	0	0	0	0	0	0	0	1.2773e-5	0	0	1.02964e-5	2.33061e-6	0	0	0	1.92278e-5	0	9.4082e-5	2.50759e-6	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	2.81009e-6	4.53231e-5	4.75278e-5	1.54277e-7	0	4.89455e-6	0	0	0	0	1.06956e-5	0	0	1.27996e-4	3.55016e-6	2.1653e-5	0	0	0	1.374e-5	2.2049900000000002e-06	1.10456e-5	0	0	4.03811e-7	0	0	3.40692e-6	5.53328e-5	2.62307e-5	0	0	0	0	0	0	4.28522e-6	0	2.24309e-6	0	0	0	3.22287e-5	0	0	3.02396e-5	0	9.77222e-6	0	0	1.51347e-6	4.81477e-5	0	0	0	5.31346e-5	0	0	0	0	6.60208e-7	0	0	0	0	0	1.74665e-5	0	3.15846e-5	2.2522e-5	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Campylobacter.s__Campylobacter_curvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59563e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	1.38143e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14165e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80637e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	5.88334e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2085e-7	0	0	0	0	0	0	0	0	0	1.61931e-5	0	0	0	0	0	0	0	0	9.1616e-7	0	0	0	0	4.18575e-5	0	0	0	0	0	2.34413e-6	0	0	0	0	0	3.3375e-6	0	0	0	0	0	0	0	0	2.90644e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Eubacterium.s__Eubacterium_siraeum	0	0	5.59216e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85543e-7	0	0	0	0	0	0	0	0	6.1801e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	5.09831e-6	0	1.62676e-5	8.09982e-6	1.02466e-5	7.63519e-6	0	5.18857e-6	1.33714e-5	0	0	1.60876e-6	0	4.59769e-6	7.18712e-6	5.77278e-6	1.72941e-5	8.11842e-5	2.43182e-5	1.48621e-5	2.11165e-5	1.12074e-6	7.0162e-7	3.7013e-6	1.56471e-4	0	8.92478e-5	7.58065e-5	5.13165e-6	1.05979e-5	1.01666e-5	1.53787e-6	3.2855e-5	9.53948e-6	3.95802e-5	0	0	1.32881e-5	1.05627e-5	0	1.10533e-5	0	1.91326e-5	2.1328e-4	1.35837e-5	3.87624e-6	6.46064e-6	1.29197e-5	2.26268e-6	6.60302e-5	4.09285e-5	2.1374e-5	7.82523e-5	0	3.5998e-6	4.23434e-6	0	0	1.46806e-4	2.22385e-5	1.33896e-5	1.71833e-5	6.75862e-5	0	0	7.87769e-6	9.9746e-7	2.58155e-6	0	0	2.35433e-5	2.98309e-5	0	8.54955e-6	2.94892e-6	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	1.46536e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15951e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	4.53503e-7	0	1.52055e-5	0	8.44401e-6	0	2.4333e-5	0	0	0	4.78361e-6	0	0	0	0	0	7.58689e-7	0	0	0	0	0	0	0	0	8.14221e-6	1.51272e-5	0	0	8.1964e-6	0	0	0	1.39997e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02177e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	0	0	0	9.29451e-6	0	2.87068e-6	3.41344e-5	0	2.41791e-6	0	0	0	0	0	0	0	7.38865e-6	0	0	0	0	0	0	0	0	0	2.96116e-5	0	0	0	0	0	0	0	1.74548e-5	0	0	3.60727e-6	8.33385e-6	0	0	0	1.949e-5	4.89625e-5	1.61878e-5	0	0	1.54187e-5	0	3.61701e-5	1.52011e-5	6.56709e-6	0	2.70447e-5	0	0	5.76884e-5	0	2.63676e-5	0	0	1.45123e-4	1.62331e-5	1.88655e-5	0	1.89321e-5	0	3.50224e-5	0	0	0	0	0	0	1.55911e-5	0	0	3.53668e-5
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	4.0006e-5	4.33598e-5	2.5456e-5	1.25426e-4	3.55924e-5	1.80086e-4	9.82603e-5	3.17082e-4	9.28265e-5	0	3.70172e-5	8.29514e-5	4.27277e-5	1.52205e-4	2.07802e-5	2.71697e-4	1.53258e-4	6.7549e-5	1.20135e-4	1.35154e-5	3.27424e-5	2.88888e-5	1.13781e-4	8.84075e-5	2.50846e-4	5.08046e-5	1.86274e-4	1.2122e-4	1.84956e-6	1.26357e-4	2.17174e-4	2.6737e-6	5.69843e-5	4.87884e-5	2.42512e-4	6.29629e-5	3.00723e-5	3.80056e-5	2.21313e-4	1.91679e-5	1.0772e-4	7.40665e-4	4.98488e-5	1.42292e-4	0	5.52241e-5	2.27435e-5	1.48042e-4	3.03093e-5	7.21326e-5	6.17323e-5	6.98175e-5	9.1394e-5	6.21775e-5	0	1.83279e-5	0	2.51114e-5	1.95728e-4	6.50374e-5	1.59308e-5	2.97453e-4	7.28704e-5	1.91945e-5	0	7.66338e-5	5.4505e-5	0	1.94577e-4	0	1.49462e-4	3.43501e-4	1.14896e-4	1.52137e-5	2.8111e-5	6.16001e-5	0	1.85851e-5
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	1.49105e-6	0	0	0	7.84609e-6	1.19082e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27564e-6	0	3.12262e-6	9.10759e-6	0	0	2.37871e-6	0	0	0	0	1.51069e-6	0	6.06946e-7	3.84907e-5	2.47469e-6	0	0	8.27462e-6	0	0	0	0	0	0	0	0	0	0	0	0	2.70946e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5212e-5	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	6.22297e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74269e-5	0	0	0	0	0	0	0	2.04396e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	5.25272e-6	0	0	8.16308e-6	5.36933e-6	4.95868e-6	5.32874e-6	3.6668e-6	5.13233e-6	0	0	0	1.42193e-5	8.69311e-6	0	1.11882e-4	1.41618e-5	1.06135e-5	6.48548e-5	0	1.83704e-6	8.75688e-6	0	0	5.45315e-5	0	5.94731e-7	9.64726e-6	0	1.06395e-5	1.02282e-5	0	0	7.1683e-6	3.42469e-5	0	0	1.10526e-6	8.76508e-5	8.35013e-7	0	4.57578e-6	1.67618e-5	0	0	0	0	5.24051e-5	0	0	0	8.51797e-6	0	6.04897e-5	0	0	0	0	2.01882e-5	0	0	0	2.03349e-6	0	0	0	1.13963e-5	0	0	0	0	0	2.45495e-5	4.10764e-6	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	3.28768e-5	5.59377e-6	0	0	0	0	0	0	0	0	0	0	1.94501e-6	0	0	0	0	0	0	0	9.12243e-6	0	0	0	0	0	0	6.12089e-6	0	0	2.04189e-6	0	4.91117e-6	0	0	0	0	0	0	0	0	9.81871e-6	0	2.37777e-6	0	0	0	0	0	0	0	0	0	0	4.41691e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9001e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45415e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	2.3956e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	1.75913e-5	6.26426e-7	0	0	1.92245e-5	6.56219e-6	0	0	0	0	0	0	0	0	1.18286e-6	0	0	0	0	0	0	0	0	0	3.30725e-6	0	0	0	0	0	0	7.71165e-6	0	0	3.25574e-6	0	8.95621e-6	0	0	0	0	0	0	0	0	0	0	5.37685e-6	0	0	0	0	0	0	0	0	0	0	1.88975e-5	4.45499e-6	7.18389e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	1.11911e-5	0	0	0	0	0	1.00649e-5	0	0	0	0	6.18374e-6	0	0	0	2.17086e-6	0	0	0	3.15283e-5	0	7.28919e-6	0	0	0	0	0	0	7.88319e-7	1.85309e-5	0	0	0	0	0	0	6.29466e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	0	0	0	0	0	1.65797e-5	0	0	0	0	0	0	0	0	0	0	3.34681e-5	0	0	0	0	0	0	0	0	0	3.19288e-5	0	0	1.40048e-5	0	0	0	0	0	0	0	0	0	0	0	0	2.06485e-5	5.78884e-5	0	0	0	0	0	0	0	3.27357e-5	0	0	0	0	0	0	0	0	0	0	1.72359e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	4.15795e-5	4.9839e-5	3.50874e-5	1.29265e-4	3.72982e-5	2.13515e-4	1.07594e-4	3.22887e-4	9.72516e-5	2.37172e-6	3.97487e-5	1.0701e-4	4.3796e-5	1.76116e-4	2.263e-5	3.13782e-4	1.65664e-4	7.25895e-5	1.31292e-4	1.39924e-5	3.68109e-5	2.94156e-5	1.31633e-4	9.21181e-5	2.78535e-4	5.34506e-5	2.10838e-4	1.49764e-4	1.85406e-6	1.31634e-4	2.34815e-4	2.70204e-6	6.02718e-5	5.09357e-5	2.84851e-4	6.95185e-5	3.92705e-5	4.11216e-5	2.5047e-4	1.93854e-5	1.23593e-4	8.24217e-4	5.64977e-5	1.55679e-4	0	6.16963e-5	2.33475e-5	1.55718e-4	3.72843e-5	7.6754e-5	6.48621e-5	7.38067e-5	1.13443e-4	6.30874e-5	0	1.87982e-5	7.72094e-5	1.18767e-4	2.16754e-4	7.76051e-5	1.80548e-5	3.04836e-4	7.54179e-5	1.95208e-5	0	8.11857e-5	5.70633e-5	0	2.64672e-4	0	1.53702e-4	4.09767e-4	1.20738e-4	1.60725e-5	3.37056e-5	7.00501e-5	0	1.8886e-5
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.97863e-5	0	2.63196e-6	0	0	8.74135e-6	0	0	2.91712e-6	0	0	6.96055e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75552e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	9.33347e-7	0	0	0	8.21591e-6	0	0	0	0	0	0	0	0	0	0	1.02093e-6	0	0	0	1.44958e-6	0	9.58129e-7	2.6496e-6	0	0	4.27553e-6	0	0	0	0	2.84241e-6	0	6.21855e-7	4.22361e-5	4.78486e-7	0	0	1.11803e-5	0	0	0	0	0	1.23129e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	6.39777e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92794e-5	0	0	0	0	0	0	0	2.15702e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	5.45747e-6	0	0	8.28513e-6	5.66734e-6	5.43602e-6	5.45603e-6	3.68809e-6	5.23838e-6	0	0	0	1.4547e-5	8.94032e-6	0	1.28022e-4	1.59326e-5	1.19753e-5	7.3101e-5	0	2.49485e-6	8.94496e-6	0	1.60164e-6	6.54827e-5	0	5.82138e-7	8.98843e-6	0	1.0924e-5	1.03672e-5	0	0	7.58792e-6	3.8052e-5	0	0	1.17419e-6	1.05639e-4	8.41023e-7	0	1.60351e-6	1.85623e-5	0	0	0	0	5.41659e-5	0	4.10756e-6	0	8.91065e-6	0	6.22229e-5	0	0	0	0	2.12616e-5	4.75786e-6	0	0	2.04723e-6	0	0	0	1.18232e-5	0	3.00952e-5	0	3.48531e-5	0	2.52599e-5	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39696e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95871e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	1.79452e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33319e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	3.56654e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Holdemania.s__Holdemania_filiformis	0	0	0	0	0	5.84614e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98561e-7	0	0	0	0	0	0	0	0	6.81884e-7	0	0	0	0	2.91768e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82459e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	3.15834e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	6.05473e-6	0	0	0	0	2.02514e-5	0	0	0	0	0	1.04492e-5	0	0	0	0	3.3576e-5	0	0	0	2.25177e-6	0	2.24852e-5	0	4.67914e-5	0	7.11072e-5	0	0	5.5511e-6	0	0	0	1.10139e-5	3.75063e-5	0	0	0	1.02188e-5	0	0	9.4701e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	0	0	0	0	0	2.80068e-5	0	0	5.64671e-6	0	0	0	0	0	0	0	3.67374e-5	0	0	0	0	0	0	0	0	0	3.61368e-5	0	0	2.35826e-5	0	0	0	0	0	0	0	0	2.74934e-5	0	0	0	2.37837e-5	6.41118e-5	0	0	0	0	0	0	0	3.52069e-5	0	0	0	0	7.5865e-5	0	0	0	0	0	1.77974e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.41141e-6	0	7.43075e-6	1.68487e-5	0	7.51421e-6	0	6.62513e-5	0	0	1.10784e-5	6.543e-7	0	1.58186e-5	1.80663e-5	2.31948e-5	1.0649e-5	1.10965e-6	0	0	2.72654e-6	0	1.65447e-5	0	0	0	7.23913e-6	8.03801e-5	0	1.52084e-6	0	1.59306e-5	0	4.98414e-6	3.14237e-6	1.66566e-5	5.65509e-6	0	2.81791e-6	1.23217e-5	0	1.31513e-4	0	6.44721e-7	7.18912e-5	0	0	1.04736e-4	2.42406e-6	0	1.28728e-5	7.88814e-7	0	0	0	8.73502e-6	1.04213e-5	0	0	2.48531e-5	0	5.15466e-5	1.53531e-6	1.16836e-5	0	0	8.97014e-6	3.87933e-6	0	0	0	2.65356e-5	0	9.74825e-7	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	1.58478e-7	5.81697e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	4.39732e-7	3.80256e-6	0	1.55099e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57489e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	4.16997e-7	0	4.94192e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16197e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01434e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81234e-5	0	0	0	0	0	9.67244e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0404e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I	4.14067e-5	2.08667e-5	4.33927e-5	1.92911e-4	7.05072e-5	1.01196e-4	8.20459e-5	7.06322e-4	1.00818e-4	5.83206e-5	1.32871e-4	3.6711e-5	2.56024e-5	9.01571e-5	1.16091e-4	1.95099e-4	2.47285e-4	1.66601e-4	3.93213e-5	4.49244e-5	4.38384e-5	1.44254e-4	1.40049e-4	2.59417e-5	5.18416e-4	3.25748e-5	3.13717e-4	6.91844e-4	2.69473e-5	2.57194e-4	1.77539e-4	1.58397e-5	2.19235e-5	1.40506e-4	5.27032e-4	5.22386e-5	2.14045e-4	6.02133e-5	1.99536e-4	1.1919e-4	5.74737e-5	2.99768e-4	7.33707e-5	1.96418e-4	2.50249e-5	3.22961e-5	3.45804e-5	3.85831e-4	0	6.06213e-5	1.55329e-4	2.9277e-4	8.9746e-5	1.64383e-4	1.33347e-4	6.54247e-5	2.21683e-4	0	2.80225e-4	8.03647e-5	1.38966e-5	1.80128e-4	2.60167e-4	9.09085e-5	0	3.96028e-5	5.26353e-6	3.15093e-5	2.36697e-4	0	7.58417e-4	2.82488e-4	5.66255e-5	6.56004e-5	2.30841e-5	4.93685e-5	0	3.17074e-5
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53691e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04544e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	7.9628e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00923e-6	1.90482e-6	0	0	0	0	0	0	9.62719e-6	0	2.39583e-6	5.15015e-5	1.32073e-6	0	1.55e-6	3.0588e-6	0	0	0	0	1.71828e-5	0	0	1.61446e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80384e-6	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	1.05799e-5	0	0	0	0	0	0	0	0	0	0	3.39412e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38806e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	5.60736e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43132e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
