bug	G79886	G79887	G79888	G79889	G79890	G79893	G79894	G79897	G79899	G79902	G79903	G79904	G79905	G79906	G79907	G79908	G79909	G79910	G79911	G79913	G79914	G79915	G79916	G79917	G79919	G79920	G79921	G79922	G79923	G79924	G79926	G79927	G79929	G79930	G79931	G79933	G79934	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79948	G79949	G79950	G79951	G79953	G79955	G79956	G79957	G79960	G79961	G79962	G79963	G79964	G79965	G79966	G79967	G79968	G79969	G79970	G79971	G79972	G79973	G79974	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79986	G79987	G79988	G79989	G79994	G79995	G79996	G79998	G79999	G80000	G80001	G80002	G80003	G80004	G80005	G80008	G80011	G80015	G80016	G80019	G80020	G80022	G80024	G80025	G80027	G80028	G80030	G80031	G80032	G80036	G80037	G80038	G80040	G80041	G80042	G80043	G80046	G80049	G80050	G80051	G80053	G80054	G80055	G80058	G80059	G80060	G80062	G80065	G80066	G80067	G80068	G80069	G80070	G95634	G95635	G95636	G95637	G95638	G95639	G95640	G95641	G95642	G95643	G95644	G95645	G95646	G95647	G95648	G95649	G95650	G95651	G95652	G95653	G95654	G95655	G95656	G95657	G95658	G95659	G95660	G95661	G95662	G95663	G95664	G95666	G95667	G95668	G95669	G95672	G95673	G95674	G95676	G95677	G95678	G95679	G95680	G95681	G95682	G95683	G95684	G95685	G95686	G95687	G95688	G95689	G95690	G95691	G95692	G95693	G95695	G95696	G95697	G95698	G95699	G95700	G95701	G95703	G95704	G95705	G95706	G95707	G95708	G95709	G95711	G95713	G95714	G95715	G95717	G95719	G95720	G95721	G95723	G95725	G95726	G95728	G95729	G95730	G95731	G95732	G95733	G95734	G95735	G95736	G95737	G95739	G95740	G95741	G95742	G95743	G95745	G95746	G95747	G95748	G95749	G95750	G95751	G95752	G95753	G95754	G95755	G95756	G95757	G95758	G95759	G95760	G95761	G95762	G95763	G95764	G95765	G95766	G95768	G95769	G95770	G95771	G95772	G95773	G95774	G95775	G95776	G95777	G95778	G95779	G95780	G95781	G95782	G95784	G95785	G95786	G95787	G95788	G95789	G95790	G95791	G95792	G95793	G95795	G95796	G95797	G95799	G95801	G95802	G95803	G95804	G95805	G95806	G95807	G95808	G95809	G95810	G95811	G95812	G95813	G95814	G95815	G95816	G95817	G95818	G95819	G95820	G95821	G95822	G95823	G95824	G95825
s__Fusobacterium_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07712117	0	7.714396e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.820733e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_nucleatum	0.002693428	0	9.368995e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.572272e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.578198e-4	0	0	0	0	0	0	0	0	0	0	0	0	0.001750042	0	3.517265e-4	0	0	0	0	0	0	0	0	0	0	0	3.222691e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.505669e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001398787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.745e-4	0	0	0	0	0	0	0	0	0	0.0481427	0	0	0	0	0	0	0	0	0	0.0354948	0.01898479	0	0	0	0	0	4.444e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.180475e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001025758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Burkholderia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2e-4	0	0	0	0	0	0	0	0	0	0	1.363203e-4	0	0	0	0	0	0	0	0	0	0	0	0	2.411294e-4	0	0	0	0	0	0	0	0	0	0	0	0	3.589447e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.659031e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.097264e-4	0	0	0	1.164088e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.130948e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.326196e-4	1.458307e-4
s__Burkholderiales_bacterium_1_1_47	3.064893e-5	0	0	0	0	8.420474e-6	0	0	1.467717e-4	0	0	0	0	5.871e-4	0.0104269	0	3.354e-4	0	0	0	0	0.003506479	0	0	0	0	0	0.0023894	6.800563e-4	7.670002e-5	0	4.199999e-6	0	0.0014338	0.003690601	2.255e-4	0	0	0	0	5.180742e-4	0	0	0.0010808	0	0	0	0.001168261	7.940001e-5	0	0	0.002356024	7.868002e-4	2.0203e-5	6.229631e-4	0	0	0	0.002514599	0	0	4.930474e-5	0	0	0.01481266	0.001148601	0	0	1.376999e-4	0	0	0	0	0.006924601	8.420637e-5	7.579998e-5	0	0.0035039	3.4e-4	0	0.005933801	0.008482614	0	0	0	0	0	0	0	0.0010337	3.671186e-4	0.0039569	0	0	0.0033353	0.00185673	0.0011393	3.4e-5	0.001493308	0.006672601	0	3.252871e-4	4.845001e-4	0	0.00462	4.536398e-4	8.793598e-4	4.076e-4	0	0.0520354	0.003949357	0.004848601	0	0	0	0	0.0058206	0.0029567	0	0	8.219998e-5	0	0	0.005734202	1.615e-4	0.005927199	0	0.001968889	9.617e-4	0	1.575e-4	0	0	2.982e-4	0.007773051	0	0	0	0	0	0.0241834	0.008210099	0	0	0.006457251	0.0224253	0	3.242777e-4	0.001282	0.00138	4.569414e-4	4.364231e-4	0.001044872	3.552e-4	0	0.0011139	0	0	0.0032366	0	0	0	0	0	8.522998e-4	0	0	0	0	2.300057e-4	0.0072047	0.00305	0	0	0.001673179	0	8.902973e-4	0	0	2.204479e-5	0	1.793095e-4	0	0	0.02635069	1.22e-4	0	0	2.360001e-5	0.002085266	0.00346612	0	0	0	0	0	0.003514181	0	0	0	0	0	7.052e-4	0.002454588	0	0	0	0	0	0.0036207	0	0	0.0036096	0	3.5603e-4	0.001401979	5.857207e-4	0.0130145	8.599997e-4	0.0037085	0.02127769	0	0.0010674	8.774295e-4	0.002669999	0	0.0011925	0.003196953	0	0.0144887	1.767e-4	1.901564e-4	4.901283e-6	0	0	0.002327	0	1.057476e-5	0.008136048	0	0	0.005817158	2.891164e-4	1.969959e-4	4.182001e-4	0	0	0	0	0	3.076557e-4	3.282044e-5	2.208118e-4	1.039336e-4	7.319998e-5	0	0	0	4.886617e-5	7.645384e-4	0	8.011e-4	5.979243e-4	9.943362e-5	0	0	0.006881799	0	0	5.198929e-4	2.93e-4	0	7.385738e-5	0	0	0	0	0.005899655	0.0089658	0.001027428	0.0016717	0.01422111	0	0.001661899	0	0	0	0.003750099	0	9.730002e-5	0.005937899	0	0	0	8.126998e-4	0.001625077	5.859999e-4	0.003127902	0	0
s__Comamonas_unclassified	3.710564e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.790736e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.090425e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Oxalobacter_formigenes	0	1.910999e-4	0	0	0	0	0	0	0	0	0	0	0	0	4.190001e-4	0	0	0	0	0	0	0	0	0	0	0	1.553307e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.614999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.247e-4	0	0	0	0	0	0	0	0	2.828742e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.692102e-4	0	0	0	0	0	0	1.686e-4	0	0	0	7.145e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02024622	0	0	0	0	0	0	0	0	0	0	0	0	3.617167e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309869e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.095585e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001224652	0	0	0	0	0	4.206807e-5	0	0	0	0	0	0	0	4.492152e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.899769e-5	0	0	0	0
s__Parasutterella_excrementihominis	1.525295e-4	0	0	0	0	0.001363916	0	0	0.001116045	0	0	0	0	0.0019494	0.0013457	0	0.005871001	9.187158e-4	0	0	0	0.001349215	0	0	0	0	0	0.0025131	4.019333e-4	0.002528201	0	0	0	9.400002e-6	0	2.499e-4	0	0	0	0	1.891001e-4	0	0	0.001115	0	0	0	6.88107e-4	8.164001e-4	0	0	3.316217e-4	9.830002e-4	4.150617e-5	2.466167e-4	0	0	0	5.032998e-4	0	0	6.350611e-4	0	0	1.35806e-4	5.735003e-4	0	0	0	0	0	0	0	0.003874001	0.001097583	0	0	1.69e-5	1.316e-4	0	0.0015714	0	0.0011376	0	0	0	0	0	0	7.635e-4	0.005973503	2.4e-6	0	0	1.87e-5	9.630713e-4	1.773e-4	8.265e-4	2.16462e-4	0.0043696	0	1.654952e-4	0	0	0.0011348	3.496389e-4	0	0.0049976	0	0.0058571	4.584182e-4	1.498e-4	0	0	0	0	0.0035014	0	0	0	3.289999e-5	0	0	7.332002e-4	0.0031102	0.005798099	0	0.0013903	3.783e-4	0	0.0017943	0	0	9.207001e-4	0	0	0	0	0	0	0.015461	0	0	0	0.00359884	2.036e-4	0	2.86557e-4	0.0018385	9.643999e-4	9.902064e-4	3.365178e-4	4.850336e-4	9.939999e-4	0	8.653e-4	0	0	0.0012236	0	8.770002e-5	0.003352235	0	0	7.698998e-4	0	0	0	0	1.258314e-4	0.0015915	0.0020304	2.67341e-4	0	0.002172515	0	8.825818e-4	0	0	5.838346e-6	0	0	0	0	0	6.139999e-5	0	0	3.555001e-4	3.003384e-4	0.0017472	0	0	0	0	0	0.003233635	5.231002e-4	0	0	0	7.900414e-5	6.391e-4	3.277188e-4	0	0	0	0	0	0.0013641	0	0	0	0	2.857241e-4	1.794405e-4	3.850793e-5	8.500001e-6	3.254999e-4	0.0033262	0.01512879	0	7.456e-4	0.001092676	0.0021633	0	4.347e-4	0.001552309	0	4.279e-4	0	2.758071e-5	0	0	0	4.289e-4	0	0	3.82401e-4	0	0	0.004491641	4.064855e-4	0	3.430001e-5	0	1.457231e-4	0	0	0	3.102646e-4	7.29154e-4	0.002784749	0.001104757	4.149999e-5	0	0	0	3.65495e-5	7.758478e-4	2.495e-4	0.0011962	4.090166e-5	1.233863e-4	0	1.185e-4	3.179999e-5	7.870577e-5	9.180004e-5	4.583819e-4	0.0013172	4.027794e-5	0	0	0	0	0	0.003994405	0.0054249	9.30025e-5	8.801001e-4	0.008439629	0	7.079997e-4	0	0	0	1.382e-4	0	9.687002e-4	3.265e-4	0	0.00338	0	7.150999e-4	0.001042643	4.137e-4	0.001832154	0	0
s__Sutterella_wadsworthensis	0	0.05219478	0	0	0	0	0	0	0	0.02229565	0	0	0.006271599	0	0	0	0	0	0.0311219	0	0	0.003627616	0	0	0.02954249	0	0.01170361	0	0.05877337	0	0	0.003269699	0	0	0	0.0205393	0	0	0.007069601	0	0.02542546	2.564001e-4	0.07686521	0	0	0	2.92943e-6	0.03996965	0.007344201	0	0	0	0	0.01700563	0.03744139	0	0	0	0	0.0172916	0	0.01462511	0	2.410811e-5	0	0.02239791	2.371513e-4	0	0	0.006001201	0.001787099	0.0062013	0	0	0.01157458	0.0123147	0	0	0.0529239	0	0	4.021002e-5	0	0	0	0.02040457	0	0.0245919	0	0	0	0	0	8.530394e-4	0	0	0	0	0	0	0	0.05537015	0.0010226	0	0	0	0	0	0	0	0	0	0	0	0	0.0205639	0	0	0	0	0.03486619	0	0.026773	0	0	0	0	0	0	0	0	0	0.0134034	0	0	0	0.01711552	0	0	0	0	0	0	0	0	0	0	0.02672244	0	0	0	0.03658364	0	0	0	0	0.02964673	0	0	0.110274	0.03285661	0	0	0.03603135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.764131e-6	0	0	0	0	0	0.02819469	0.05373526	0	0	0	0	0	0	0	0	0.07136564	0	0.01689021	0	0	0	0.03341124	0	0	0	0.03194538	0	0	0.0200113	0	0.0405088	0.03337871	0	0	0.05064727	7.269744e-5	9.964053e-4	0	0	0	0	0	0	0	5.399999e-6	1.102131e-4	0.0350186	0.002811202	0.03886809	0	0	0	0	0	0	1.243e-4	0	0.01337544	9.160418e-4	1.00552e-5	0	0	0	0	0	0	0.02231063	6.253813e-5	0.02870627	2.915641e-4	0.002439671	0.04035473	4.210225e-5	7.162318e-5	0.001703899	0	0.03327413	0	0.3441027	0.001758769	0.0386963	8.94e-5	0	0.00160382	0.001408334	0.0196492	0.0013655	0.01970184	0.02254421	4.400786e-6	1.224e-4	0.01862295	0.04560071	3.699999e-5	0.006843914	7.609431e-5	0	0	0	0	0	0	1.654986e-4	0	0	0	1.724441e-5	0	0	0	0	0	0	0	0	0.008991151	0	3.673592e-5	0	0
s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.199141e-4	0	0	0	7.992458e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.325002e-4	0	0	0	0	0	0	0	0	0	0	0	0	1.942678e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.233283e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.387751e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.159988e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.181e-4	0	0	0	0	0	0	0
s__Neisseria_unclassified	0	0	0	0	0	6.752419e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.349763e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43456e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.840372e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bilophila_unclassified	3.453113e-5	0.02113669	0	0	6.074179e-4	0.004575124	0	0	7.791806e-4	4.010772e-4	0	0	6.711999e-4	0	0.0105675	0	0.0015727	0.01195041	4.646e-4	0	0	0	0.01609152	0	6.279998e-5	0	6.126211e-4	0.0026332	0	0.002814001	0	4.778999e-4	0	0.004959201	9.583002e-4	0	0.002286132	0	0.0012075	0.006855932	0	0	0	0.002511101	0	0.003790165	0	0	9.819001e-4	0	0.0024595	0.01459021	4.191001e-4	5.218776e-4	0	0.001524747	0	2.708696e-4	0.001309499	0	7.134121e-4	6.600635e-4	3.589124e-4	0	0.04435917	0.001163001	0	0.01684569	0.006942136	0	0	1.466e-4	2.874952e-4	0.02835141	0.001179689	0.003826199	0	0.006821001	0	0	0.0010737	0.004002697	0.0026322	0	0	0	0	5.48e-5	0.002516403	8.134e-4	0	0.0033223	0	0	0.011046	0.006737799	0.0017781	0.0032665	0.002938157	0.006195001	0	0	0.0018238	0.001638122	0.006125499	0.006306213	2.024138e-4	0	5.936999e-4	0.0262147	0.007212286	0.007034801	0	0	0	2.613001e-4	0.0090329	0.0016894	0.001856007	1.014284e-4	0	0	0	0.0121442	0.006340699	0.003139599	1.34005e-4	0.003686257	8.005e-4	0	0	4.272064e-4	3.955496e-4	5.655001e-4	0.002744136	0	0.002317578	0	0	0	0.0714807	0.006399299	0	0	0.009192958	0.0103006	0	8.358581e-4	0	0	0.002006621	0.007483196	0.01203213	0	0	0	7.611677e-5	0	0.0010973	0.001620723	0.0121139	0.002872916	0	0	0	0.001218523	0	4.438911e-4	0	0.003265399	0.0034725	0.0021307	0.002080968	0	0.002021506	0.004160343	0	9.192755e-4	0	0.01186473	0	0.006653185	0	0.001565319	0	0.00198	7.557006e-4	0.02989016	0	2.58533e-4	0.01271427	0	0	0.001927069	0	0	0	0.009170503	0	0	0	0.00148716	0	0.001861264	0	0.001056166	0	0	0.003300601	0	6.871999e-4	0	9.343999e-4	0	4.945417e-4	1.241664e-4	1.21425e-4	0.0043781	0	0.0012639	0.03384099	0	0	0.004310252	0	0	6.078999e-4	5.492153e-4	0.003092278	0.009281901	3.209e-4	0.01745097	0.002081345	0	0	7.12e-4	0	7.677884e-4	0.02625933	0	0	0.003741995	0.001968635	0.006777724	0	0	0.00100856	0	0.001225931	2.312787e-4	7.350222e-4	6.80924e-4	0.003413282	0.001280114	8.073998e-4	5.277056e-4	0.001968851	0.005222523	4.200689e-4	1.031862e-4	0.0024545	0	3.678149e-4	0.001388951	7.26908e-5	0	0	0.001372901	0.001739701	0.002553756	0	0.004141966	0.01127539	0	0	0	0	0.002262959	0.0116825	3.272088e-4	0.0030962	0.0248686	7.304351e-6	0.008526797	0	0	0.00360594	0.002550899	0	0	0.005013799	0	0.005089501	0	0	2.357561e-4	0	0.03160268	0	0
s__Bilophila_wadsworthia	0	0.001813399	0	0	7.806656e-6	0	0	0	0	2.110933e-5	0	0	2.26e-5	0	4.602001e-4	0	0	0.001416724	0	0	0	0	0.002866966	0	0	0	0	5.82e-5	0	0	0	5.799999e-6	0	5.980001e-4	0	0	3.044374e-4	0	2.28e-5	4.376492e-4	0	0	0	1.105e-4	0	8.028255e-4	0	0	5.110001e-5	0	7.380999e-4	0.001548887	0	0	0	5.087497e-5	0	0	0	0	0	1.030099e-5	0	0	0.006874605	0	0	0.002652988	5.01764e-4	0	0	0	0	3.335001e-4	5.170391e-5	1.52e-4	0	8.537001e-4	0	0	1.38e-5	3.720927e-5	0	0	0	0	0	0	1.066552e-4	0	0	2.44e-5	0	0	0.0015282	2.70048e-5	1.077e-4	0	3.545292e-4	1.875e-4	0	0	2.525001e-4	4.68092e-5	2.686e-4	7.222001e-4	0	0	1.485e-4	0.0046618	0.001292151	8.784002e-4	0	0	0	0	4.64e-5	3e-5	2.15724e-4	0	0	0	0	0.0016196	0	1.346e-4	0	4.770354e-4	0	0	0	0	0	0	0	0	5.890943e-6	0	0	0	6.608e-4	8.109999e-5	0	0	5.300206e-5	1.238e-4	0	1.280702e-5	0	0	7.872436e-5	9.157484e-4	1.048073e-4	0	0	0	0	0	0	1.690527e-4	0.0016296	0	0	0	0	3.293582e-5	0	0	0	8.42218e-6	0	0	2.123887e-4	0	0	1.002009e-5	0	0	0	4.580082e-5	0	0	0	0	0	0	0	2.988475e-4	0	0	0	0	0	0	0	0	0	0.0011813	0	0	0	1.042374e-4	0	1.436167e-4	0	0	0.0032444	0	5.036001e-4	0	0.0045904	0	0	0	0	0	0	3.63e-5	0	0	5.131998e-4	0	0	7.111069e-4	0	0	0	0	0	1.505e-4	0	2.489284e-4	0	0	0	0	0	0	5.513456e-4	0	0	5.095585e-4	1.716472e-4	0	0	0	1.338212e-4	0	1.558167e-4	0	0	1.030642e-5	5.393288e-4	1.20439e-4	0	0	1.522818e-4	6.073259e-4	0	0	1.146e-4	0	0	5.867389e-5	0	0	0	6.230457e-5	2.213001e-4	7.641365e-5	0	7.278295e-4	0.00121477	0	0	0	0	8.900233e-6	5.6e-5	0	0	3.589463e-4	0	1.439999e-5	0	0	2.151937e-4	2.03e-5	0	0	1.123e-4	0	1.342e-4	0	0	0	0	4.739338e-4	0	0
s__Desulfovibrio_desulfuricans	0	2.064999e-4	0	0	0	0	0	0	0	0	0	0	0	0	2.618001e-4	0	0	4.130071e-5	0	0	0	0	3.68124e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.193498e-4	0	0	0	0	0	0	1.052e-4	0	0	0	7.194258e-5	0	2.864127e-4	0	0	2.836295e-5	3.682671e-5	0	0	0	0	2.311e-4	0	2.806999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.035e-4	2.463388e-4	0	0	0	0	4.800191e-5	0	0	0	0	0	0	0	0	0	0	0	0	1.24e-4	0	0	0	3.381699e-5	0	0	0	0	0	0	0	0	2.333016e-4	0	0	1.356e-4	2.313e-4	0	0	0	0	0	0	0	0	0	0	3.000159e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31627e-4	0	0	0	0	0	0	0	0	4.168415e-4	0	0.02565355	1.15257e-4	0	0	0	0	0	0	0	0	0.0014307	0	0	0	0	0	0	0	2.127352e-4	0	0	0	0	0	6.103e-4	0	0	0	0	0	0	0	9.809999e-5	0	0	0	0	0	0	0	0	0	7.939997e-5	0	0	9.297624e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153304e-4	0	0	6.581797e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.680285e-4	0	0	0	0	0	8.302909e-5	0	0	0	0	0	0	0	1.292125e-5	0	0	0	0	0	0	0	0	0	6.328677e-5	0	1.379999e-5	0	0	0	0	0	9.930002e-5	0	0	0	0	0	0	0	7.528846e-5	0	0
