Pathway	G79887	G79888	G79890	G79893	G79899	G79902	G79904	G79906	G79907	G79908	G79910	G79911	G79914	G79915	G79916	G79917	G79919	G79924	G79926	G79931	G79933	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79951	G79953	G79955	G79956	G79960	G79961	G79962	G79963	G79965	G79968	G79971	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79987	G79988	G79994	G79995	G79996	G79998	G80000	G80001	G80003	G80004	G80005	G80008	G80011	G80020	G80022	G80024	G80030	G80036	G80041	G80043	G80046	G80049	G80050	G80053	G80054	G80055	G80058	G80065	G80066	G80067	G80068
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0778e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00208e-6	0	0	0	0	0	0	0	0	6.0559e-8	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	1.55171e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19764e-8	0	0	0	0	0	0	0	0	0	0	2.6117e-7	0	0	0	0	0	6.25352e-7	0	0	0	0	0	0	0	0	0	4.63803e-7	0	0	0	0	0	0	0	0	0	1.0632e-7	0	0	0	0	0	0	0	0	0	0	2.59382e-7	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	2.32088e-7	0	0	0	6.06304e-7	1.2237e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97401e-7	0	0	0	0	0	0	0	0	0	0	5.43925e-7	0	0	0	0	0	3.37108e-7	0	0	0	0	6.61295e-7	0	0	0	0	1.26806e-6	0	0	2.84569e-7	2.18653e-7	0	0	0	0	2.92272e-7	0	0	0	0	0	0	0	2.41866e-7	0	0	0	8.61383e-7	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40798e-7	0	0	0	0	0	0	0	0	0	0	2.13077e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33084e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	7.21395e-6	5.71748e-6	4.80105e-6	4.72251e-6	4.93634e-6	7.21444e-6	0	0	1.20974e-5	1.34109e-5	0	0	0	3.20071e-6	2.12874e-6	0	1.22714e-5	5.61523e-6	1.28104e-6	0	1.10538e-5	0	4.17128e-6	4.98434e-6	4.97024e-6	1.05688e-5	1.46341e-5	2.87037e-6	3.19346e-6	6.44995e-6	0	3.66875e-6	1.1328e-5	1.56343e-5	0	2.40511e-6	1.22772e-6	4.63985e-6	1.14819e-5	2.70142e-6	7.79967e-6	0	1.29431e-6	4.66776e-6	4.06772e-6	2.19655e-6	1.17013e-5	3.49671e-6	8.51383e-7	0	6.3797e-6	1.27998e-6	0	0	1.30624e-6	1.52376e-5	4.79682e-6	0	2.79701e-6	3.04786e-7	1.3264e-6	2.50149e-6	0	1.26431e-6	1.02411e-5	1.12021e-6	1.50089e-6	1.67909e-6	2.02037e-6	0	0	1.05345e-5	1.15102e-6	5.29285e-6	5.04206e-6	8.43591e-7	4.73249e-6	7.67909e-6
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	3.50487e-4	1.35353e-4	8.14541e-5	1.77384e-4	3.50148e-4	3.16107e-4	1.14302e-6	7.24201e-5	1.64323e-4	5.2887e-5	9.55037e-5	3.36224e-4	3.85597e-4	2.81404e-4	9.29109e-5	3.948e-5	2.34913e-4	2.79665e-4	1.95791e-4	8.99526e-5	2.59419e-4	8.8462e-5	1.30247e-4	1.72103e-4	2.31924e-4	3.39308e-4	2.01501e-4	1.8062e-4	3.43155e-4	2.26309e-4	2.93431e-4	1.53358e-4	1.32347e-4	2.50216e-4	1.06069e-4	4.02635e-4	6.53241e-5	2.53925e-4	2.84174e-4	2.07592e-4	9.52524e-5	1.93752e-4	2.79314e-4	8.53613e-5	1.84358e-4	2.00128e-4	2.71226e-4	1.61728e-4	1.54339e-4	4.3023e-4	1.37395e-4	2.0326e-4	2.41525e-4	4.3167e-5	2.99863e-4	2.88627e-4	2.83349e-4	8.28115e-5	4.59e-4	1.96763e-4	1.56809e-4	2.09919e-4	3.53468e-4	3.97483e-4	2.28654e-4	3.53884e-4	1.61466e-4	2.2665e-4	4.21148e-4	3.28278e-4	2.37919e-4	1.37415e-4	1.73523e-4	1.8996e-4	2.33562e-4	1.82897e-4	2.96339e-4	3.69523e-4
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	9.76688e-6	0	0	0	0	1.40028e-6	0	0	0	0	1.43823e-6	2.36476e-6	7.05322e-6	1.13324e-6	0	0	0	0	0	0	2.43867e-5	0	0	6.70243e-6	0	6.81741e-6	0	2.13675e-6	2.01357e-5	3.87652e-6	9.36832e-7	6.78592e-5	0	1.02224e-6	0	9.03124e-5	0	5.02371e-7	1.89612e-6	7.4919e-7	1.66267e-5	1.05942e-4	1.35573e-4	0	9.63817e-5	5.73526e-6	1.4947e-6	0	1.04915e-6	0	4.31166e-5	1.18473e-6	0	0	0	0	8.89063e-5	0	3.27448e-4	5.41919e-7	1.09449e-5	1.61328e-6	0	0	4.36589e-7	2.18938e-4	0	1.39675e-6	0	0	1.17026e-6	1.20857e-6	7.38081e-7	0	0	0	0	9.62553e-7
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	1.47245e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61857e-5	0	0	0	0	0	0	0	4.50103e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29238e-5	0	0	3.01196e-5	0	0	4.25467e-5	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6384e-5	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	1.58703e-4	0	1.01348e-6	9.94637e-5	2.26686e-4	9.28944e-5	9.01819e-7	3.07382e-5	1.4066e-5	0	1.29904e-5	1.49719e-4	2.63461e-4	1.36739e-4	4.84581e-5	2.73959e-5	1.21136e-5	1.54433e-4	5.95506e-5	1.08775e-5	1.12509e-4	6.17187e-5	0	4.72731e-5	1.11903e-4	1.94849e-4	6.13649e-7	3.16353e-5	1.96871e-4	5.37807e-5	2.10571e-4	0	0	1.86664e-5	6.15423e-5	1.54036e-4	0	3.73172e-5	1.53084e-4	6.01972e-5	7.45246e-6	3.15226e-6	5.43519e-5	0	0	7.43183e-5	1.24972e-4	1.08193e-4	5.9176e-5	2.90279e-4	0	5.42184e-5	1.56817e-4	1.05854e-5	0	1.60675e-5	5.7561e-5	2.04279e-5	5.19592e-6	4.68191e-5	5.2316e-5	3.10637e-5	2.2824e-4	2.57894e-4	2.98517e-5	0	5.82172e-5	4.74524e-5	2.80145e-4	2.08614e-4	2.64592e-5	4.70019e-5	4.42585e-5	9.19921e-5	0	1.00043e-6	1.77095e-4	1.56724e-4
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	5.67893e-6	0	0	0	0	4.93923e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0468e-6	0	0	0	0	5.96006e-7	0	3.71557e-7	0	0	1.66489e-6	0	9.08697e-6	0	0	0	0	0	2.43047e-6	0	0	3.96954e-6	0	5.65283e-6	2.48457e-6	0	0	0	0	0	0	2.48437e-6	1.89326e-6	9.41925e-7	1.29241e-6	0	4.67884e-7	3.17881e-6	0	9.08184e-7	4.32709e-6	0	0	0	2.73363e-6	1.21336e-6	0	0	1.46303e-6	3.16112e-6	4.85035e-6
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29785e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	5.81838e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	7.98298e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61861e-7	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	6.63465e-7	0	0	0	0	0	0	0	2.62268e-6	0	0	0	0	0	0	0	4.03431e-7	0	0	0	0	0	6.56872e-7	0	7.76784e-7	0	0	0	0	0	0	0	0	0	0	7.55688e-6	0	0	0	0	1.69151e-5	8.79348e-6	0	0	1.49102e-5	0	0	0	1.88518e-6	0	0	0	0	0	0	0	0	0	0	2.14067e-6	0	0	0	0	0	0	0	0	3.86612e-6	0	5.22467e-7	0	0	3.59876e-7	4.35166e-7	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	9.85512e-7	2.52997e-6	0	0	0	1.56916e-6	1.72725e-6	0	0	0	2.48787e-6	0	0	0	4.35515e-7	0	0	0	0	0	2.27519e-6	4.10304e-7	9.9789e-7	8.72414e-7	0	0	6.43081e-7	0	0	0	1.16757e-6	1.35707e-6	2.58103e-6	0	0	1.95714e-6	0	1.94556e-6	0	0	0	0	0	0	6.20374e-7	0	0	4.54345e-7	0	0	1.78732e-6	1.51042e-5	9.24908e-7	6.36502e-7	0	0	0	1.723e-6	0	3.68382e-7	0	0	0	0	0	0	0	0	2.97299e-6	0	0	2.64295e-7	0	2.65774e-6	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48336e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6781e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59997e-7	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	2.15749e-6	0	0	0	0	6.6004e-6	0	1.78052e-6	0	0	6.11941e-6	0	0	0	4.49637e-6	0	0	0	0	0	0	5.11855e-7	0	0	0	0	0	0	0	1.17026e-6	0	0	0	0	2.52968e-6	2.84167e-7	9.873e-6	0	0	0	0	0	1.78092e-6	4.86543e-7	0	0	0	6.37216e-6	0	0	0	0	0	0	0	2.51709e-6	0	1.38606e-6	1.20706e-6	1.51071e-6	5.52227e-7	2.98463e-6	0	7.18083e-7	4.67508e-6	0	0	0	2.81177e-6	0	0	0	1.47202e-6	0	2.78815e-6
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96949e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	6.89087e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00439e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60225e-7	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	2.63194e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	1.42036e-5	0	0	0	0	8.31326e-6	0	0	0	0	0	6.72004e-6	0	1.11923e-6	0	0	0	0	0	0	3.25032e-6	0	0	0	8.40927e-6	0	3.74798e-6	0	0	0	0	0	0	9.80159e-7	1.66394e-6	0	0	0	0	0	0	1.15299e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60418e-6	0	0	0	0	0	0	0	1.2967e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_atypica	0	0	0	4.26216e-7	1.38277e-6	0	0	0	0	0	0	0	0	6.28289e-7	0	0	0	0	0	0	6.19488e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90359e-7	1.73478e-6	0	0	0	0	0	0	0	4.15711e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar	0	1.12389e-6	0	8.23489e-7	1.08562e-6	0	0	0	1.4047e-7	0	0	0	0	9.7335e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58361e-7	0	0	0	0	0	0	2.63634e-7	0	0	0	0	0	0	0	0	2.32441e-6	0	0	0	0	0	2.76299e-7	0	3.04256e-7	0	0	0	0	0	0	0	0	2.6231200000000003e-07	0	0	1.11935e-6	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0	1.31808e-6	0	0	0	0	0	0	0	2.13977e-6	0	0	0	1.43262e-5	0	0	0	2.62857e-7	0	0	0	1.11556e-6	0	7.31414e-6	0	1.14267e-7	0	0	0	0	6.49158e-6	0	0	0	0	0	6.66563e-6	0	2.73692e-7	0	2.93383e-7	0	0	0	0	0	0	0	0	0	0	0	0	8.01852e-6	3.0029e-6	0	0	0	0	0	0	0	4.09737e-7	4.79622e-7	0	0	0	0	0	0	0	4.45599e-7	0	0	3.26207e-6	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_ratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89143e-6	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	9.40055e-6	0	4.71446e-6	0	0	2.55815e-5	0	0	2.94813e-5	0	0	6.94128e-6	5.3504e-6	0	0	0	7.72888e-5	0	0	0	8.13185e-6	0	0	7.63885e-6	0	2.453e-6	7.31194e-5	6.65439e-6	1.25987e-5	1.84017e-5	0	6.8863e-6	5.81284e-5	1.05376e-4	0	1.10522e-5	0	1.4478e-5	1.25068e-5	1.34532e-5	0	0	0	0	0	1.45536e-5	2.73227e-5	0	5.82192e-6	0	0	0	0	0	0	1.2428e-4	5.35139e-6	0	0	0	4.19305e-6	9.10209e-6	0	0	3.31288e-5	1.4992e-5	2.70413e-5	1.25459e-5	9.6375e-6	0	7.8745e-5	3.29638e-6	0	7.86721e-6	1.14473e-5	2.49055e-5	0	5.75023e-6
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	4.29622e-4	1.77732e-4	1.16127e-4	2.17092e-4	4.27684e-4	4.02542e-4	3.64873e-6	8.80713e-5	2.121e-4	1.08756e-4	1.22789e-4	4.20823e-4	4.6595e-4	3.53278e-4	1.26988e-4	4.98741e-5	3.09776e-4	3.54457e-4	2.47299e-4	1.06502e-4	3.29045e-4	1.0856e-4	1.73984e-4	2.20555e-4	3.04388e-4	4.25554e-4	2.71773e-4	2.24223e-4	4.08776e-4	2.91137e-4	3.68533e-4	2.0435e-4	1.72878e-4	3.27472e-4	1.38475e-4	5.29961e-4	9.55086e-5	3.0735e-4	3.61319e-4	2.52857e-4	1.5835e-4	2.34313e-4	3.4531e-4	1.19271e-4	2.41471e-4	2.48831e-4	3.46951e-4	2.07133e-4	2.00637e-4	5.14959e-4	1.88531e-4	2.61408e-4	2.91671e-4	5.52811e-5	3.73808e-4	3.72833e-4	3.82393e-4	1.00916e-4	5.65567e-4	2.58143e-4	2.05146e-4	2.53683e-4	4.37338e-4	5.10767e-4	2.74073e-4	4.4035e-4	2.07763e-4	2.6321e-4	5.14366e-4	4.24059e-4	3.08135e-4	1.84505e-4	2.11139e-4	2.50003e-4	3.04337e-4	2.30497e-4	3.67293e-4	4.54355e-4
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	5.57489e-5	0	8.58428e-6	0	0	9.1959e-5	0	0	0	0	0	5.40157e-5	0	0	0	0	0	0	0	0	0	0	2.60525e-5	2.43575e-5	0	0	0	0	0	5.57153e-7	0	0	2.0062e-6	0	0	0	0	1.47307e-6	0	5.93515e-7	5.14705e-6	0	0	8.76029e-6	0	0	4.16108e-7	0	7.7639e-6	0	0	0	0	0	0	0	0	0	0	0	0	1.07957e-5	0	0	9.4824e-7	0	0	0	0	0	0	0	0	3.47073e-6	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	1.12987e-5	0	0	0	0	1.99374e-6	0	0	0	0	2.0528e-6	0	5.08381e-6	9.97258e-7	0	0	0	0	0	0	2.91636e-5	0	0	8.72009e-6	0	8.8895e-6	0	2.71546e-6	3.12069e-5	4.92953e-6	1.08068e-6	9.15495e-5	0	0	0	1.14212e-4	0	0	5.68857e-7	0	2.0251e-5	1.24921e-4	1.65638e-4	0	1.2128e-4	6.04354e-6	8.24314e-7	0	0	0	5.67648e-5	1.46706e-6	0	0	0	1.06112e-6	1.1298e-4	0	4.01437e-4	0	1.45402e-5	0	0	0	5.45197e-7	2.73444e-4	0	0	0	0	1.59834e-6	4.99585e-7	3.94018e-7	0	0	0	0	8.3818e-7
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	1.84346e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07561e-5	0	0	0	0	0	0	0	5.22855e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8499e-5	0	0	3.57861e-5	0	0	4.89927e-5	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.15048e-5	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	1.87464e-4	0	1.03635e-6	1.16074e-4	2.64607e-4	1.10426e-4	1.40104e-6	3.37085e-5	1.49664e-5	0	1.5227e-5	1.82345e-4	3.17746e-4	1.65954e-4	6.23765e-5	3.15373e-5	1.37574e-5	1.87958e-4	6.75281e-5	2.26782e-5	1.32241e-4	7.3631e-5	0	5.60183e-5	1.33461e-4	2.03888e-4	2.64226e-6	4.08351e-5	2.38083e-4	6.40904e-5	2.51353e-4	0	0	2.07637e-5	7.34214e-5	1.87e-4	0	4.37117e-5	1.74377e-4	6.95758e-5	9.31081e-6	2.41486e-6	6.74257e-5	0	0	8.60383e-5	1.39777e-4	1.42768e-4	7.03915e-5	3.42455e-4	0	6.65105e-5	1.87266e-4	1.25175e-5	0	1.78618e-5	6.85152e-5	2.60511e-5	4.30995e-6	5.44407e-5	6.26608e-5	3.73606e-5	2.78322e-4	3.05492e-4	3.5195e-5	0	8.01642e-5	5.65218e-5	3.33346e-4	2.50353e-4	2.99416e-5	5.50082e-5	5.11731e-5	1.10896e-4	0	1.20745e-6	2.3601e-4	1.81819e-4
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	3.91383e-7	2.932e-6	0	0	0	0	0	0	0	2.65358e-6	0	0	3.37231e-7	8.17362e-7	0	0	0	0	0	0	0	0	0	1.29893e-7	0	7.18395e-7	0	0	0	0	0	2.80143e-7	0	0	0	0	0	0	0	6.40781e-7	0	0	3.43059e-7	0	0	2.58272e-7	0	0	3.41252e-7	0	0	0	0	0	0	0	0	0	0	6.03126e-7	0	0	0	0	0	0	0	0	3.39593e-7	5.07212e-7	0	0	0	0	3.59614e-7	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_asparagiforme	3.68132e-7	3.70424e-6	0	0	0	0	0	0	0	1.80466e-6	0	0	9.17611e-7	3.91993e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31407e-7	0	0	0	6.54909e-7	0	0	3.72692e-7	0	0	0	3.67053e-7	0	0	0	0	0	0	1.40541e-7	0	3.66312e-7	4.6188e-7	0	0	0	0	0	0	0	0	0	2.06578e-7	0	0	0	1.35901e-6	0	0	2.64331e-7	0	0	3.28748e-7	0	0	0	0	0	1.02286e-6	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17632e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Collinsella.s__Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11116e-7	0	0	0	0	0	0	0	0	0	0	0	0	3.421e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64959e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	9.0865e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94226e-7	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	8.93837e-7	0	0	0	0	0	0	0	4.62199e-6	0	0	0	0	0	0	0	5.33989e-7	0	0	0	0	0	2.08182e-6	0	1.20193e-6	0	0	0	0	0	0	0	0	0	0	9.86257e-6	0	0	0	0	2.21844e-5	1.10791e-5	0	0	1.81738e-5	0	0	0	2.69735e-6	0	0	0	0	0	0	0	0	0	0	4.48516e-6	0	9.83003e-7	0	0	0	0	0	0	4.94837e-6	0	8.71004e-7	0	0	6.14866e-7	6.51315e-7	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	1.43579e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95081e-7	0	0	0	0	7.48463e-7	0	0	0	0	0	0	0	1.7915e-7	0	0	0	0	0	1.80313e-7	0	1.32125e-7	9.82678e-5	0	0	0	0	1.96418e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.32928e-7	0	9.61456e-7	2.62611e-6	0	0	0	2.09746e-6	1.80501e-6	0	0	0	3.45632e-6	0	0	0	7.67982e-7	0	0	0	0	0	2.50011e-6	4.24135e-7	1.02432e-6	1.69811e-6	0	0	7.75551e-7	6.92404e-7	0	0	1.79833e-6	2.29012e-6	3.0096e-6	0	0	2.10957e-6	0	2.46315e-6	0	0	0	0	0	0	0	0	0	5.9285e-7	0	0	2.04278e-6	1.8467e-5	1.19789e-6	7.87277e-7	0	0	0	1.76938e-6	0	4.72088e-7	0	0	0	0	0	0	0	0	3.56678e-6	0	0	6.13529e-7	0	2.7727e-6	0
