pwy_species	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_oris	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	0.236907	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Megamonas.s__Megamonas_funiformis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	0.243873	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.240486	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Megamonas.s__Megamonas_hypermegale	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	0.223202	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.294241	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Megamonas.s__Megamonas_rupellensis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	0.251823	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.266984	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Proteus.s__Proteus_mirabilis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.910389	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Proteus.s__Proteus_penneri	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	2.4251	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	2.83764	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Roseburia.s__Roseburia_intestinalis	4.1642	0.462246	0.166843	0.639902	3.50606	1.00743	0.0916228	0.251503	0.445469	0.184455	4.738	0.848384	3.12775	0.606329	2.35796	0.367921	6.96751	0.225269	6.55828	0.0151271	0.259163	27.0367	3.1777	5.13677	0.184792	0.00656336	3.1801	0.679572	14.0307	2.33625	9.74615	2.0735	0.394292	3.8584	1.14251	1.54087	0.0438131	0.2401	1.66567	6.26221	0.505328	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.402742	35.9623	20.594	2.91694	1.06809	0.326897	1.86767	0.307566	4.30291	257.47	37.0002	3.45771	26.8447	0.134017	0.567172	17.4375	8.05732	17.4164	33.8507	0.0507236	21.0633	104.23	267.695	1.04744	0.0716292	22.3415	0.0631723	0.0244655	0.197334	71.4996	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.0363372	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	0.0470805	0.287718	3.8584	0.447545	10.2644	1.61959	0.0648869	1.66567	6.26221	0.00261477	1.05335	1.59171	0.543519	0.359888	0.0324911	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	0.43299	4.88524	37.0002	3.45771	26.8447	4.19518	0.443467	0.392512	8.05732	0.890483	2.57346	0.741565	21.0633	104.23	267.695	3.85147	0.903573	22.3415	0.143584	0.625025	1.29996	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Streptococcus.s__Streptococcus_parasanguinis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	0.666205	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	0.019389	0.0472244	0.0015191	1.19912	0.0230836	0.0171507	0.0916228	0.251503	0.196159	0.0130782	0.327901	0.848384	0.186301	0.0989521	0.0225055	8.57122	4.33679	0.501027	0.11703	0.0151271	0.00883492	19.9396	0.0342192	0.0366507	0.0335139	0.0107908	1.70817	2.16169	0.172647	0.014107	5.11054	0.0207912	0.164502	1.70621	7.22694	0.113567	0.0137034	0.00869328	0.0064523	0.0470562	0.00844109	1.05335	0.0324532	10.7647	0.101328	0.0634927	0.395882	0.0370697	1.21859	20.594	2.15689	5.52229	3.29766	1.86767	0.364792	0.00647284	6.88822	37.0002	0.0354966	0.256662	0.0378329	0.139756	10.9255	0.110668	0.0474496	0.946925	0.0743933	128.501	3.81072	15.7463	0.0178439	0.0238412	0.148215	0.018311	0.0149759	0.141743	1.35125	12.5652
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	4.1642	1.07547	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.477607	4.738	0.848384	3.12775	7.25833	1.13802	0.0225527	1.38907	0.236335	6.55828	0.0151271	1.83461	0.443659	3.1777	0.105391	5.8039	1.92522	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.145806	1.45392	1.66567	6.26221	0.823984	0.566066	0.662764	0.543519	7.57838	0.0562495	30.609	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	2.31297	0.25832	9.05155	0.173247	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	53.5247	3.85147	2.75644	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Citrobacter.s__Citrobacter_freundii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.784369	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	4.1642	0.375674	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.205677	4.738	0.848384	3.12775	7.25833	0.559298	0.0100373	1.38907	0.147847	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0979463	5.8039	0.768191	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.0517052	1.45392	1.66567	6.26221	1.66519	1.05335	0.305811	0.543519	7.57838	0.0189794	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	0.817975	0.0897927	9.05155	0.0818269	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	20.5856	3.85147	1.02659	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Klebsiella.s__Klebsiella_pneumoniae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0553678	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	0.409872	0.294028	1.59171	0.543519	7.57838	3.09979	11.2286	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	4.1642	2.78647	0.166843	0.639902	5.5309	1.00743	0.0916228	0.304458	0.751389	0.925625	2.77048	0.848384	3.12775	1.36552	2.35796	0.0598922	1.38907	0.506291	6.55828	0.0151271	1.83461	0.443659	3.1777	0.228184	5.8039	2.31448	1.51367	0.34081	14.0307	2.33625	0.624881	2.0735	1.61774	3.0467	0.324467	10.2644	0.170398	1.45392	1.66567	6.26221	0.817989	0.0622086	0.152684	0.543519	7.57838	0.0874312	39.0143	0.339513	35.9623	20.594	0.899263	1.06809	2.15876	0.298384	54.0945	4.30291	4.88524	37.0002	3.45771	5.85423	0.305108	9.05155	0.177937	8.05732	17.4164	33.8507	0.261014	21.0633	50.783	50.3485	3.85147	2.23575	22.3415	7.64484	4.63915	0.508893	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Citrobacter.s__Citrobacter_freundii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.2073	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Enterobacter.s__Enterobacter_cloacae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	1.99639	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	0.309398	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	0.269511	1.05335	1.59171	0.543519	7.57838	0.62863	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	5.30362	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	4.1642	0.649692	0.166843	0.639902	5.5309	1.00743	0.0916228	0.516277	0.751389	0.223835	1.04112	0.848384	3.12775	0.32149	2.35796	0.0598922	1.38907	0.199465	6.55828	0.0151271	1.83461	0.443659	3.1777	0.255202	5.8039	0.607052	0.433235	0.0779999	14.0307	2.33625	0.624881	2.0735	0.419068	1.65448	0.154505	10.2644	0.0441174	1.45392	1.66567	6.26221	1.66519	0.0130587	0.0330749	0.543519	7.57838	0.0183052	223.401	0.18871	35.9623	20.594	0.238731	1.06809	0.906483	0.0684218	54.0945	4.30291	4.88524	37.0002	3.45771	1.41828	0.0647913	9.05155	0.0558377	8.05732	17.4164	33.8507	0.0535797	21.0633	16.6441	11.8532	3.85147	0.842733	22.3415	7.64484	4.63915	0.10519	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Klebsiella.s__Klebsiella_oxytoca	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	1.33876	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0574395	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	9.07003	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.971728	3.08943	0.0940165	0.467622	0.156897	0.330843	0.0916228	0.251503	0.0640676	1.42267	1.43209	0.848384	1.90706	1.88	0.0594052	0.0598922	0.402977	0.0201828	6.55828	0.0151271	0.140843	0.443659	0.129598	0.975936	5.8039	7.7972	4.02008	0.319638	0.377345	0.0985992	0.345514	0.0225297	1.44893	0.525611	0.447545	10.2644	0.3859	0.145492	0.0576306	0.418439	1.66519	0.685282	0.346927	0.123233	0.24898700000000001	0.0838495	5.74985	3.99988	1.07334	9.20431	0.0392965	0.0785566	0.546555	0.144621	54.0945	0.708351	4.88524	9.17135	3.45771	0.400924	0.0998247	0.752844	0.0145011	8.05732	0.944337	0.310961	0.574574	1.23622	68.6833	59.7812	1.01655	1.29779	0.185888	2.50129	4.63915	1.19537	14.7929	1.25893
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_ovatus	4.1642	15.6743	1.53863	0.342101	0.0260244	0.191212	0.0916228	0.251503	0.0114463	6.92402	0.27612	0.848384	3.12775	7.25833	0.00867376	0.0598922	0.151332	0.00374337	6.55828	0.0151271	0.0374136	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.0193476	0.624881	0.0598356	5.67789	0.135101	0.447545	10.2644	1.61959	0.0311105	0.0132474	0.0731797	1.66519	1.05335	1.59171	0.543519	0.395018	0.0621717	1.25635	0.424276	0.15736	20.594	0.00589187	0.0119775	0.113569	0.0414323	54.0945	0.183739	4.88524	37.0002	3.45771	0.0650036	0.0230576	0.115805	0.00281313	8.05732	0.703285	0.0447755	8.12572	0.20573	104.23	267.695	0.275162	0.290608	0.0267462	0.690129	4.63915	12.5526	3.53747	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sp_2_1_22	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	0.0431891	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.117654	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_xylanisolvens	0.173527	15.6743	0.0643322	1.05878	0.189187	0.142982	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	0.570693	7.25833	2.35796	0.0598922	0.139602	0.0147614	6.55828	0.0151271	0.0493893	0.443659	0.0341464	0.799937	5.8039	7.7972	4.02008	2.16169	0.0551784	0.109929	0.0938278	0.00342962	5.67789	0.312938	0.447545	10.2644	1.61959	1.45392	0.0437378	0.441417	1.66519	1.05335	1.59171	0.0218513	0.0401243	3.09979	13.4448	7.91166	35.9623	20.594	2.91694	1.06809	0.40225	0.123081	54.0945	0.305101	4.88524	1.66366	3.45771	26.8447	0.0744592	9.05155	0.00989487	8.05732	17.4164	33.8507	8.12572	1.77205	104.23	267.695	0.511867	1.4202	22.3415	2.0191	4.63915	12.5526	31.494	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Campylobacter.s__Campylobacter_gracilis	4.1642	1.84415	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Escherichia.s__Escherichia_coli	4.1642	0.711977	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.246683	4.738	0.848384	3.12775	0.621351	2.35796	0.0598922	1.38907	0.102331	6.55828	0.0151271	1.83461	0.443659	3.1777	0.202056	5.8039	7.7972	4.02008	0.180816	14.0307	2.33625	0.624881	2.0735	1.06465	0.593929	0.447545	10.2644	0.0692772	1.45392	1.66567	6.26221	1.66519	0.642821	0.0609471	0.543519	7.57838	0.0152009	223.401	0.424276	35.9623	2.13144	0.149401	1.06809	3.29766	0.0714282	54.0945	4.30291	4.88524	37.0002	3.45771	0.771931	0.0808427	9.05155	0.0625246	8.05732	17.4164	33.8507	0.0873779	21.0633	22.5469	10.5619	3.85147	17.5044	22.3415	7.64484	4.63915	0.185945	31.494	1.80431
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Proteus.s__Proteus_mirabilis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.701682	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.0656144	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	0.0711427	14.0307	2.33625	0.624881	2.0735	0.332088	3.8584	0.447545	10.2644	1.61959	0.0798062	0.0482823	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	3.03785	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	1.58373	4.19518	9.05155	0.392512	8.05732	0.175327	33.8507	8.12572	21.0633	104.23	267.695	3.85147	0.980302	22.3415	7.64484	4.63915	12.5526	31.494	0.217008
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.87086	0.152897	0.0795169	1.5168	1.36212	1.36883	0.106203	2.21757	1.64312	0.357371	2.13912	0.323043	0.755242	0.827142	0.124995	0.590486	1.31992	0.72592	3.56053	0.178393	0.265715	7.98026	0.292981	0.403729	1.52318	0.117943	1.22857	1.91397	0.902389	0.72977	3.20109	0.0527236	0.445018	1.08077	1.77399	0.217705	0.287025	1.08903	1.00195	0.408315	0.211435	6.31818	2.66027	2.67527	2.33453	1.32879	3.2914	0.940775	11.7391	3.36791	1.08269	1.36815	0.910369	1.68002	2.23766	1.93321	3.81201	12.2551	7.94348	0.882669	0.7318	1.08843	2.84778	0.824815	2.00345	3.75569	0.28135	21.058	5.37512	13.0411	1.15647	0.766467	0.711037	0.222008	0.19414	0.768861	13.7613	1.9823
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Alistipes.s__Alistipes_indistinctus	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	42.5653	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	1.16504	0.392512	8.05732	3.37207	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
